test_image,response,resptime
./../img_out/final_20_12_7_4/nature_10_12.jpeg,2,0.968968
./../img_out/final_20_12_7_4/nature_5.jpeg,4,1.564291
./../img_out/final_20_12_7_4/art_2_4.jpeg,2,4.763313
./../img_out/final_20_12_7_4/portrait_7_r_7.jpeg,4,1.106537
./../img_out/final_20_12_7_4/art_6_4.jpeg,2,4.408592
./../img_out/final_20_12_7_4/art_8_12.jpeg,2,2.143464
./../img_out/final_20_12_7_4/nautre_8_20.jpeg,2,3.527869
./../img_out/final_20_12_7_4/nature_4_12.jpeg,3,1.307579
./../img_out/final_20_12_7_4/nature_6.jpeg,2,1.409665
./../img_out/final_20_12_7_4/portrait_3.jpeg,4,2.891664
./../img_out/final_20_12_7_4/portrait_8.jpeg,4,1.29923
./../img_out/final_20_12_7_4/art_10_r_4.jpeg,2,3.444273
./../img_out/final_20_12_7_4/nautre_8_r_7.jpeg,2,2.131936
./../img_out/final_20_12_7_4/art_7.jpeg,2,2.040429
./../img_out/final_20_12_7_4/art_6_r_4.jpeg,2,4.361625
./../img_out/final_20_12_7_4/portrait_3_7.jpeg,2,1.351118
./../img_out/final_20_12_7_4/art_2_r_12.jpeg,2,1.444067
./../img_out/final_20_12_7_4/nature_5_4.jpeg,2,2.233069
./../img_out/final_20_12_7_4/nature_7_r_4.jpeg,1,0.894337
./../img_out/final_20_12_7_4/portrait_5_r_20.jpeg,4,1.615736
./../img_out/final_20_12_7_4/nature_3_r_7.jpeg,2,1.454882
./../img_out/final_20_12_7_4/portrait_6_r_20.jpeg,3,3.021649
./../img_out/final_20_12_7_4/portrait_7_r.jpeg,3,1.106884
./../img_out/final_20_12_7_4/nature_4_r_7.jpeg,2,3.859997
./../img_out/final_20_12_7_4/nature_10_r_4.jpeg,1,3.263982
./../img_out/final_20_12_7_4/art_8_r_12.jpeg,2,0.958253
./../img_out/final_20_12_7_4/portrait_10_r_4.jpeg,1,0.998026
./../img_out/final_20_12_7_4/art_2_20.jpeg,3,2.025029
./../img_out/final_20_12_7_4/portrait_5_12.jpeg,3,2.372722
./../img_out/final_20_12_7_4/portrait_4_r_7.jpeg,1,0.979147
./../img_out/final_20_12_7_4/portrait_3_r.jpeg,4,1.326387
./../img_out/final_20_12_7_4/art_9_4.jpeg,2,1.158984
./../img_out/final_20_12_7_4/portrait_8_r.jpeg,4,0.974267
./../img_out/final_20_12_7_4/art_10.jpeg,3,2.364261
./../img_out/final_20_12_7_4/portrait_1_r_12.jpeg,4,6.568968
./../img_out/final_20_12_7_4/art_1_20.jpeg,4,1.014978
./../img_out/final_20_12_7_4/art_3_r_12.jpeg,2,0.980273
./../img_out/final_20_12_7_4/portrait_4_r.jpeg,5,1.122661
./../img_out/final_20_12_7_4/portrait_1_r_7.jpeg,2,1.134162
./../img_out/final_20_12_7_4/art_10_r_7.jpeg,2,1.163034
./../img_out/final_20_12_7_4/art_5_12.jpeg,2,1.062288
./../img_out/final_20_12_7_4/portrait_9_12.jpeg,3,1.650596
./../img_out/final_20_12_7_4/art_9_r_20.jpeg,2,1.119978
./../img_out/final_20_12_7_4/portrait_7_12.jpeg,2,1.708524
./../img_out/final_20_12_7_4/portrait_5_r_12.jpeg,2,1.114715
./../img_out/final_20_12_7_4/art_5_r_7.jpeg,3,2.004114
./../img_out/final_20_12_7_4/portrait_6_7.jpeg,2,1.434312
./../img_out/final_20_12_7_4/art_6_r.jpeg,3,3.463793
./../img_out/final_20_12_7_4/portrait_4_4.jpeg,1,1.018503
./../img_out/final_20_12_7_4/portrait_9.jpeg,4,1.9367
./../img_out/final_20_12_7_4/nature_6_12.jpeg,3,2.601671
./../img_out/final_20_12_7_4/nature_2_12.jpeg,2,2.21367
./../img_out/final_20_12_7_4/art_8_7.jpeg,2,1.063197
./../img_out/final_20_12_7_4/nature_10_20.jpeg,3,1.578954
./../img_out/final_20_12_7_4/art_2_12.jpeg,3,1.045214
./../img_out/final_20_12_7_4/nature_4.jpeg,3,2.639228
./../img_out/final_20_12_7_4/portrait_8_r_4.jpeg,1,1.233676
./../img_out/final_20_12_7_4/art_9_7.jpeg,2,3.088241
./../img_out/final_20_12_7_4/portrait_7_20.jpeg,3,1.690638
./../img_out/final_20_12_7_4/nature_5_20.jpeg,3,5.173067
./../img_out/final_20_12_7_4/art_6_12.jpeg,2,1.766448
./../img_out/final_20_12_7_4/portrait_8_r_12.jpeg,3,6.332266
./../img_out/final_20_12_7_4/nautre_8.jpeg,4,3.260176
./../img_out/final_20_12_7_4/nature_6_r_12.jpeg,3,5.398974
./../img_out/final_20_12_7_4/nature_4_r.jpeg,2,1.372684
./../img_out/final_20_12_7_4/portrait_5_r_7.jpeg,2,4.872542
./../img_out/final_20_12_7_4/portrait_1.jpeg,5,1.382231
./../img_out/final_20_12_7_4/art_4_20.jpeg,5,2.19004
./../img_out/final_20_12_7_4/portrait_9_7.jpeg,2,2.811841
./../img_out/final_20_12_7_4/nature_6_r_7.jpeg,3,1.677552
./../img_out/final_20_12_7_4/nature_7_r_20.jpeg,4,2.052512
./../img_out/final_20_12_7_4/nature_4_r_12.jpeg,2,1.260163
